state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
AK,52,0,0,0,217,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0
SD,114,0,1,25,129,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0
CO,156,0,0,0,150.5,106,25.59,152.9,112,13,215.9,86,9.72,3.5,3,0.95,1,0
NH,90,0,1,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3,0,0
WV,62,0,0,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0
AZ,82,0,1,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11,6,2.97,2,0
ME,52,0,0,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0
NH,146,0,0,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0
RI,120,0,1,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0
WI,90,0,0,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0
NM,147,1,0,0,183.8,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73,1,0
IL,74,0,1,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0
TX,130,0,0,0,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0
RI,155,1,0,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0
MI,87,0,0,0,198.3,80,33.71,187,89,15.9,133.5,96,6.01,16.6,4,4.48,2,0
VA,99,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0
SD,131,0,0,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0
MS,130,0,1,26,257.2,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4,1,0
HI,99,0,0,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0
WV,36,0,0,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0
WV,87,0,0,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0
WV,139,0,0,0,271.6,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0
IN,189,0,0,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,0
NM,96,0,1,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,0
DE,112,0,0,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,0
NC,75,0,0,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10,14.3,3,3.86,1,0
NM,178,0,1,35,175.4,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84,2,0
NJ,108,0,1,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,0
AZ,100,0,0,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14,8,3.78,0,0
RI,121,0,1,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,0
SD,116,0,0,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10,6,2.7,1,0
NH,161,0,0,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,0
AL,19,1,0,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,0
WV,104,0,0,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,0
ID,119,1,1,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,0
MD,125,0,0,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8,2,2.16,0,0
IN,156,0,0,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0
WY,109,0,0,0,137,128,23.29,217,116,18.45,182.1,86,8.19,10,5,2.7,2,0
NH,95,0,0,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0
MN,90,0,0,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,0
MA,105,0,1,21,147,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,0
NH,101,0,0,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,0
MN,95,0,0,0,149.2,96,25.36,260.7,116,22.16,201,120,9.05,8.1,2,2.19,1,0
IA,123,0,0,0,204.4,88,34.75,137.5,111,11.69,226,100,10.17,10,4,2.7,0,0
NY,160,0,0,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,0
AL,141,0,1,28,308,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2,1,0
WV,87,0,0,0,58,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0
NM,81,0,0,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,0
CA,75,0,1,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,0
MA,126,0,1,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,0
ME,28,0,0,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,0
FL,153,0,0,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0
IN,115,0,0,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3,2,0
WI,95,0,0,0,237.3,83,40.34,154,65,13.09,237,105,10.67,11.2,6,3.02,1,0
NH,105,0,1,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0
TX,121,0,0,0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,2,0
NC,125,0,0,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,0
CT,124,0,0,0,151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,0
NJ,35,0,0,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,0
LA,123,0,1,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,0
NV,124,0,0,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,0
WV,133,0,0,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,0
AR,185,0,1,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,0
SC,1,0,1,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10,2,2.7,1,0
KS,107,0,0,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,0
NY,91,0,1,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,0
MA,123,0,0,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,0
HI,135,0,0,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,0
PA,85,0,0,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,0
OR,134,0,1,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3,2,0
TN,148,0,1,36,77.6,141,13.19,207,60,17.6,255.7,115,11.51,10.9,2,2.94,1,0
AZ,138,0,0,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,0
OR,159,0,0,0,114.8,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29,0,0
DE,103,0,1,34,138.8,80,23.6,142,108,12.07,183.8,77,8.27,11.8,7,3.19,1,0
MA,150,0,1,27,209.8,112,35.67,155,80,13.18,251.5,111,11.32,7.2,6,1.94,0,0
CT,37,0,0,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,0
AR,33,1,0,0,164,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,0
SD,55,0,0,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,0
CT,134,0,1,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,0
CT,107,0,0,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,0
MA,80,0,1,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,0
AK,61,0,1,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10,3,2.7,2,0
DE,97,0,1,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,0
OH,136,1,0,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,0
MN,135,0,0,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,0
CA,87,0,1,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0,0,0,1,0
OH,165,0,0,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,0
SC,99,0,0,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,0
WV,123,0,0,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,0
NM,127,1,0,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13,3,3.51,1,0
WY,151,0,0,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,0
CA,185,0,0,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,0
KS,65,0,1,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,0
WY,58,0,0,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,0
OK,104,0,0,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,0
UT,44,0,0,0,202.6,89,34.44,163,96,13.86,268.1,151,12.06,8.3,3,2.24,0,0
MA,58,0,0,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0,0,0,4,0
UT,108,0,0,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54,0,0
MN,132,0,0,0,121.5,88,20.66,253,124,21.51,195.7,120,8.81,10.7,4,2.89,1,0
NE,80,0,0,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,0
OH,162,0,0,0,135.2,98,22.98,242,107,20.57,246.9,96,11.11,10.2,2,2.75,2,0
KY,110,0,0,0,99.4,62,16.9,275,86,23.38,212.1,94,9.54,16.7,3,4.51,2,0
CO,125,0,1,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,0
DC,170,0,0,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,0
AK,71,0,0,0,185,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,0
SC,124,0,0,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,0
KS,68,0,0,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,0
UT,97,0,0,0,209.2,134,35.56,0,0,0,175.4,94,7.89,11.8,6,3.19,1,0
IL,98,1,0,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,0
DC,136,0,0,0,204.5,63,34.77,208.8,95,17.75,224,119,10.08,9.8,2,2.65,0,0
KY,96,0,1,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,0
NE,31,0,0,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7,5,1.89,1,0
AL,72,0,0,0,166.5,102,28.31,261,103,22.19,262.7,85,11.82,13.3,5,3.59,0,0
HI,24,0,0,0,156.2,104,26.55,90,101,7.65,205.1,116,9.23,7.3,5,1.97,1,0
SC,112,0,1,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,0
KS,137,0,1,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,0
PA,136,0,0,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,0
UT,95,0,0,0,157.9,103,26.84,259.6,90,22.07,230,117,10.35,14,2,3.78,0,0
OR,82,0,1,19,146.5,73,24.91,246.4,65,20.94,199,114,8.96,4.1,4,1.11,1,0
KY,56,1,0,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,0
MN,155,1,0,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10,5,2.7,2,0
TX,53,0,0,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,0
GA,136,0,0,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,0
TX,57,0,0,0,161,113,27.37,208,134,17.68,208.1,81,9.36,8.4,4,2.27,3,0
WV,62,0,0,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,0
NM,112,0,0,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,0
MI,55,0,1,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,0
NY,125,0,0,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,0
SD,105,0,0,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,0
ID,113,0,1,30,183.8,102,31.25,183.4,123,15.59,235,52,10.58,11.6,7,3.13,0,0
WI,103,0,0,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,0
WV,177,0,0,0,227.8,81,38.73,161.8,97,13.75,217,106,9.76,8,5,2.16,1,0
SC,149,0,1,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,0
NV,116,0,0,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,0
ND,90,0,1,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10,6.4,12,1.73,1,0
NE,95,0,0,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,0
UT,201,0,0,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7,6,1.89,1,0
WV,80,0,0,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,0
AR,122,1,0,0,146.3,117,24.87,218.7,93,18.59,236,97,10.62,11.5,5,3.11,1,0
MT,132,0,0,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,0
UT,83,0,0,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13,5,3.51,1,0
NY,46,0,0,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,0
OH,87,0,0,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,0
HI,150,0,0,0,214,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,0
KS,73,0,0,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,0
IN,7,0,0,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11,5,2.97,3,0
OR,89,0,1,12,188,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,0
VA,105,0,0,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12,5,3.24,3,0
ID,47,0,1,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,0
MO,101,1,0,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,0
AL,182,0,1,24,128.1,104,21.78,143.4,127,12.19,191,98,8.59,11.6,3,3.13,1,0
OR,161,0,0,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,0
AZ,69,0,1,31,194.9,63,33.13,191.6,90,16.29,153,129,6.89,13.2,2,3.56,2,0
VA,113,0,1,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,0
PA,87,0,1,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,0
CO,71,0,0,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,0
KY,76,0,0,0,204,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,0
NJ,87,0,0,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,0
IL,117,0,0,0,119,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,0
WV,95,0,0,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,0
RI,76,0,0,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,0
OH,66,0,0,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,0
MO,110,0,0,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0
MD,204,0,0,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,0
OH,32,0,1,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13,2,3.51,0,0
VA,133,0,1,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,0
FL,185,0,0,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5,12.1,3,3.27,2,0
CO,103,0,1,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,0
NY,91,0,0,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3,1,0
WV,131,0,0,0,196.1,89,33.34,185.5,87,15.77,250,132,11.25,5.2,6,1.4,2,0
LA,153,0,0,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,0
MA,132,0,1,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,0
UT,148,0,0,0,203,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,0
AL,141,0,0,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6,3,1.62,5,0
ME,105,0,0,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,0
ND,127,0,1,23,182,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,0
CO,57,0,0,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,0
LA,123,0,1,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,0
OR,101,0,0,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,0
NH,123,0,1,22,197.6,105,33.59,80,86,6.8,120.8,82,5.44,15.6,12,4.21,2,0
NE,78,0,1,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,0
WV,101,0,1,28,220.3,96,37.45,285.8,72,24.29,203,111,9.14,9.4,6,2.54,4,0
NV,129,0,0,0,150,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,0
MA,67,0,1,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,0
MI,37,0,0,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14,5,3.78,3,0
KY,64,1,0,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,0
WV,173,0,0,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,0
KY,135,0,0,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,0
NJ,75,0,1,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,0
TX,112,0,0,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,0
MN,113,0,0,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,0
VA,121,0,1,28,110,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,0
DC,70,0,0,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,0
MD,90,0,0,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,0
RI,39,0,0,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,0
MA,142,0,0,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,0
MD,176,0,0,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9,2,2.43,1,0
NM,105,0,0,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,0
MI,110,0,0,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4,1,0
AZ,88,0,0,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,0
AL,95,0,0,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14,6,3.78,0,0
MI,147,0,0,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,0
MS,115,0,0,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,0
MS,103,0,0,0,129.3,103,21.98,202.8,89,17.24,233,126,10.49,12.9,2,3.48,2,0
CA,82,0,0,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7,10,1.89,0,0
MD,141,0,0,0,185.1,126,31.47,233,98,19.81,152.2,106,6.85,9.1,7,2.46,0,0
ND,149,0,0,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,0
IL,131,0,0,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,0
SD,119,0,0,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,0
AL,112,0,0,0,189.4,83,32.2,219,89,18.62,168,116,7.56,7.1,8,1.92,3,0
NV,116,0,1,35,118,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,0
LA,94,0,0,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,0
VA,90,0,0,0,222,93,37.74,187,103,15.9,282.3,124,12.7,12.4,6,3.35,2,0
DE,114,0,1,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13,4,3.51,0,0
CT,63,0,1,25,190,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,0
MA,122,0,1,29,195.4,83,33.22,268.2,93,22.8,168,95,7.56,8.4,6,2.27,3,0
OR,166,0,0,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,0
WA,62,0,0,0,100,98,17,173.5,95,14.75,218,122,9.81,10.1,4,2.73,0,0
SC,78,0,1,21,160.6,85,27.3,223.1,79,18.96,124,92,5.58,9.5,1,2.57,2,0
IN,148,0,1,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,0
NV,110,0,1,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,0
ND,84,0,1,38,193,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2,2,0
WV,113,0,0,0,72.5,88,12.33,204,112,17.34,117.9,118,5.31,6.6,3,1.78,1,0
CO,181,0,1,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,0
TX,51,0,0,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10,3,2.7,2,0
FL,102,0,1,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,0
AL,107,0,0,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,0
MI,82,0,0,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,0
NY,204,0,0,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,0
MS,130,0,0,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,0
MO,174,0,0,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,0
AR,129,0,0,0,157,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,0
MS,190,1,0,0,111.9,55,19.02,223,124,18.96,243.2,81,10.94,10,7,2.7,3,0
NY,54,1,0,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,0
SD,78,0,0,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,0
AK,100,0,1,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,0
WV,70,0,1,30,143.4,72,24.38,170,92,14.45,127.9,68,5.76,9.4,4,2.54,3,0
SC,111,0,0,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,0
VA,117,0,0,0,97.1,98,16.51,228,131,19.38,240,111,10.8,10.6,3,2.86,1,0
MS,68,0,0,0,94.1,93,16,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,0
MN,91,0,0,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,0
AL,181,0,1,27,190.3,93,32.35,249,127,21.17,215.7,82,9.71,10.6,4,2.86,1,0
CO,118,0,1,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,0
ME,112,0,0,0,185.4,114,31.52,191.4,119,16.27,144,78,6.48,10,11,2.7,2,0
GA,93,0,0,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12,4,3.24,0,0
AZ,102,0,0,0,158,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,0
MA,93,0,0,0,173,131,29.41,190.4,108,16.18,290,66,13.05,10.4,2,2.81,0,0
AZ,107,0,1,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,0
IN,100,0,1,32,125.2,123,21.28,230.9,101,19.63,192,106,8.64,12.6,9,3.4,3,0
DE,115,0,0,0,195.9,111,33.3,227,108,19.3,313.2,113,14.09,13.2,1,3.56,2,0
WI,63,0,1,13,214.2,61,36.41,181.2,88,15.4,174,68,7.83,10.3,2,2.78,0,0
ME,57,0,0,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,0
DC,119,0,1,26,132,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,0
GA,73,0,0,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,0
HI,98,0,1,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11,8,2.97,2,0
VA,139,1,0,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,0
NY,31,0,1,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,0
